,osm_way_id,osm_start_node_id,osm_end_node_id
15714,447509281,2235761287,4446187075
16138,497765747,4971329703,4446187075
16302,545878434,1748093799,4953139088
16598,6127078,2455848719,50686034
16601,300582156,50799783,50686034
16602,433168822,3213347169,3213347164
16603,428091103,53108431,3655927169
16744,428091103,53210914,3655927169
17010,47270466,4270653079,4931779369
17011,6435784,5445943191,4345108328
17071,6435784,2381393931,4345108328
17099,244249178,53056164,69552144
17100,8591347,666566888,69552144
17102,427893527,5431606629,4270636557
17103,427893529,4270636556,4270636557
17106,6353891,4507382078,4507382072
17114,289487316,5625926175,5625926216
17115,32185368,53190910,3827482086
17119,32185368,3827482083,3827482086
17127,560111031,1852193123,53122109
17166,163419181,53122108,53122109
17521,42005981,1846318107,53122109
17954,332187364,342200482,3393012986
18136,32148110,53210037,3393012986
18173,537691607,4680847530,4105854644
18175,39276994,60411512,4105854644
18180,259137954,53145243,3800171049
18220,259137954,53198848,3800171049
18275,438895608,53144338,53217093
18315,438895609,4365433686,53217093
18387,608498957,53219003,3516264786
18405,6469565,3516264773,3516264786
18408,462701472,1697000160,5426842555
18409,462701472,53138515,5426842555
18410,428318251,4274374116,53185828
18690,428318253,880894993,53185828
19195,158279836,880894995,53185828
19196,428094144,53037115,4272358125
19227,428003027,5434929099,4271575203
19586,428256417,4273853099,4271575203
19983,368554572,50696276,150892138
20058,428020443,53072287,4271741079
20077,32356412,53106236,53064027
20080,32356418,53064025,53064027
20083,428070317,5444476586,4272179650
20121,396298420,3533626729,4272179650
20207,621671526,53135970,53022157
20209,428031751,1208025056,5434976646
20260,428031751,4271826579,5434976646
20272,280421282,6057641194,6135316985
20273,654745473,6072835674,6135316985
20274,590377870,5595240152,2540732850
20277,28712872,4271843456,3651357099
20281,28712872,53154508,3651357099
20286,621671536,4721637665,53135951
20291,621671536,53116834,53135951
20293,239213663,5470447999,5470447997
20294,428020232,60890695,2527536282
20727,32148164,53128206,151962900
20751,32148164,53134821,151962900
20874,359656022,3643342409,3643342414
20878,105820842,1218478552,53202747
20921,105820842,3566893807,53202747
20979,260529288,53203851,3781581879
20987,374783966,53233367,3781581879
20993,289155716,2499977208,30836853
21660,160696328,53184300,53074132
21661,428100186,32096194,3449267524
21819,428100186,4272394358,3449267524
22076,511854678,53147201,5432041966
22077,511854678,3446698819,5432041966
22084,623082711,53061015,1345494009
22218,364421472,53031407,1345494009
22219,373084922,3766156831,644787265
22221,123889284,1736850705,1019441052
22682,481292248,3003980839,4166556180
22723,481292248,3003980844,4166556180
22826,428092630,4272345238,4272345239
22831,428092628,53124818,4272345239
22844,284565139,4920369641,33449770
22845,457542621,59993286,4065677751
22906,6482338,671857230,53228599
23004,6490229,53167839,53228599
23010,6482338,53178562,53228599
23018,683983745,5529889206,2527568135
23019,428083731,4272281104,1853205504
23040,374372961,5471796443,5471796456
23055,374372961,5471796427,5471796456
23076,590375328,2482937887,3705335106
23080,590375328,53157553,3705335106
23081,428072191,3801669574,3801669054
23602,6350760,343601566,53088797
23603,6350760,343601556,53088797
23604,199913383,5468006108,52969002
23608,428069520,53052336,385581998
23680,428069522,4272172962,385581998
23758,316434018,5451437792,5451437794
23759,363376836,3665141151,3665141171
23760,363376836,3665141173,3665141171
23765,180075377,5420650247,53092591
23769,415179455,4162389155,3519971792
23770,158781300,5006202104,1709155974
23783,6399639,53067746,5000836164
23784,428083530,4272279753,4272279752
24197,428083533,6018540660,4272279752
24586,428024871,53098192,5457720490
24594,428088961,1306966498,30139083
24638,27032685,296314050,296314328
24655,680298031,2481800950,53156378
24657,680298031,53156380,53156378
24658,427892862,4646453615,4270616924
24661,427893621,3631681418,4270616924
24667,428065539,4272141015,4272141004
24677,6348163,53084791,60005882
24956,6348163,53084790,60005882
25112,374733170,667587943,3599564101
25115,354195969,3599564106,3599564101
25117,621378261,4907998873,53078257
25130,428096384,4907998864,53078257
25139,428062110,4272116707,53184429
25140,47270466,3902537235,3721666749
25141,428079375,2508661265,4272248671
25190,428079363,4272248670,4272248671
25221,32134960,3003980863,1726074771
25222,32134960,53165999,1726074771
25282,373357693,1619532248,3768364154
25283,373357694,53056203,3768364154
25284,427900354,5431782714,5431782703
25329,427900354,5431782690,5431782703
25403,422780957,3618175305,3675503811
25411,422780957,3618175311,3675503811
25419,428243926,4273731217,30422451
25420,428244247,871139037,3897432978
25423,428244247,3784974594,3897432978
25432,370478191,53138950,3741740320
25711,28714075,5589623230,3741740320
26051,59551454,50697406,50697408
26053,428056170,4272071297,5387554455
26055,33972315,53150393,5429192011
26057,430876292,50721638,5434293662
26068,430876292,5435748281,5434293662
26079,38496317,53130139,4555813149
26127,38496317,5440951206,4555813149
26130,6337312,3790880366,5470490520
26196,6337312,3790880364,5470490520
26214,428292654,5470575665,5470575670
26240,428292654,3226042581,5470575670
26305,428025918,4271811266,1758233771
26354,340470388,5428452736,5428452733
26362,340470388,50721633,5428452733
26367,389154025,2672468836,2889669666
26752,389154025,2889669663,2889669666
27116,6502506,53098406,60005881
27117,6502506,53243668,60005881
27183,6386076,3394162212,53121816
27550,332301682,60413735,53121816
27933,372874224,1202306145,3334915322
27939,372874224,3334915324,3334915322
27943,6428832,3890066974,2309918120
27947,6428832,53184445,2309918120
27949,6439301,53194069,1855069484
28619,332496930,3396419017,343598871
28647,6398344,5453893112,2387631829
28649,6396487,53144577,3874097512
28650,428239601,4273723246,53119321
28658,428239604,4273723244,53119321
28659,6516018,2671048014,2671047996
28662,6516018,53070155,2671047996
28687,428092141,1819221374,5420128130
28712,486243419,4709201269,4272345234
28918,486243417,53243509,4272345234
29168,555541206,464709969,464709980
29194,686373055,5480724571,5480724763
29195,428021469,1778329798,1778329594
29197,428250328,3590672608,3590672609
29209,428250328,53199729,3590672609
29227,667782477,53125611,408505309
29228,428312232,4274293311,53170822
29486,428084285,5440748137,53170822
29812,159547072,4296802440,53151172
29825,159547072,53151171,53151172
29905,289287438,2693455487,1546840414
29906,289287439,1891031640,1546840414
29911,428062679,5453896609,4272122315
29915,428062695,3705126136,4272122315
29918,87466446,1748093672,1748093673
29920,428230635,1880987651,4273638481
30431,557513437,576879094,532133361
30459,622484152,532133784,532133361
30460,309991713,538367556,532133361
30494,22760315,53071969,929766963
30496,22760315,3631790763,929766963
30508,433173104,53079349,5113845446
30952,433173104,53079348,5113845446
31578,428014749,4271693073,53224627
31801,428014750,3673917226,53224627
31971,637490748,6009854016,366077699
31972,637490748,366077698,366077699
31973,428020594,4271742436,53128970
31976,428020593,4271742435,53128970
31978,261299884,53100844,1750788532
31981,61602672,5419191331,5419191142
31983,332496926,52969130,3396419013
32516,436179804,5434929071,3396419013
33067,559536212,53123932,53123934
33070,559536212,53123936,53123934
33079,622750548,5447963517,53080749
33080,263713862,53154415,53150005
33096,263713862,53154410,53150005
33109,241283900,67507269,53090486
33126,241283900,67507306,53090486
33129,13866915,2408033969,53185118
33142,6429750,310092211,53185118
33146,460418985,53150018,4271620153
33467,428005324,3496255252,4271620153
33865,6380221,59995205,4179504830
34093,332188994,53077581,4179504830
34228,428095059,6380264893,4272365633
34813,6131712,5434284415,5434284424
34814,6131712,5434284428,5434284424
34817,428085757,288592693,288592695
34818,289492482,50761651,5455904376
34881,289492482,5455904462,5455904376
34920,243441595,6558696835,6558696838
34947,243441595,53197327,6558696838
34973,6138696,4273856575,176812040
35005,84964930,53124045,4271979202
35009,428044614,2381938278,4271979202
35012,428090376,53178657,4272328669
35074,242387351,53168619,53234223
35092,242387351,4467113809,53234223
35127,478461207,2294821267,50768589
35146,478461207,2294821273,50768589
35171,6430432,244285025,53129919
35187,6430432,53129921,53129919
35197,582012449,53223486,5566013569
35215,581814477,5566013574,5566013569
35330,6505892,4343828297,5566013569
35333,428088960,1905095943,30139074
35434,482719025,5426419616,50719971
35441,482719025,5185894503,50719971
35443,679912547,5388676033,3875682755
35445,242387351,4467113794,4467113797
35481,242387351,53234222,4467113797
35501,6135684,50768277,50730776
35513,289489660,50730774,50730776
35529,263669002,3883968766,53114221
35531,263669002,3874103381,53114221
35535,54115124,682360432,682360422
35537,54115124,53117808,682360422
35541,6447167,53200589,2369849170
35546,6447167,4726452655,2369849170
35548,428078010,6127794738,6127794753
35618,428078010,6127794755,6127794753
35747,376778998,3802670232,4272149273
35756,340392693,50721652,50719813
35757,165086027,1810754582,1840703799
35825,165086027,53086782,1840703799
35826,428077865,4272235606,5443676465
36118,428077865,5443676471,5443676465
36353,427904781,4270691566,53138950
36520,370478191,3741740320,53138950
36860,6506075,53173355,53138950
36882,607173032,2324752804,5870525961
37274,47287066,602418408,602418409
37322,47287067,53037623,602418409
37421,428024906,3322779959,4271800752
37536,246143429,387117606,387117616
37560,4921392,1725991288,32270840
37561,4921392,32271047,32270840
37562,419642933,3675503774,3675503787
37564,419642933,4270686461,3675503787
37565,259100407,53124809,53124808
37613,259100407,53124806,53124808
37697,420619488,5440360101,5440360096
37698,484438886,4522378856,3536664091
37715,484438886,53119186,3536664091
37719,388611746,3714424847,3785076370
37742,388611746,4802982487,3785076370
37774,566458593,53052457,6246050797
38203,640355039,6030018277,6246050797
38606,370819910,53114613,4271699812
38615,428250560,4273787311,4271699812
38617,428024909,5470771670,5470769316
38678,621671495,1750053034,53225289
38685,427904788,4270691565,5434887699
38824,427904788,53138952,5434887699
38988,23565025,53184853,255171254
39172,497038704,4270655655,3404655634
39397,497038704,3679564795,3404655634
39555,389138195,4712469059,4713786095
39889,389138195,5440042713,4713786095
40011,6348459,244285095,53085950
40020,385888569,244285087,53085950
40070,340369826,1729727610,3475892614
40075,457542621,4065677751,59993286
40179,457542621,53179370,59993286
40238,430876303,2506706275,50781966
40239,215344023,2507896256,50781966
40241,6341064,53062784,53062785
40314,179552385,5440513384,53062785
40650,436480238,5440513388,53062785
40950,436480241,4343694780,53062785
41175,6443222,53106426,67569743
41716,6443222,53189540,67569743
42213,8591493,59999622,3759092475
42818,162685294,1779004171,628546119
42819,92514164,2405624401,1834912601
42825,92514164,1834912660,1834912601
42829,29204029,321228503,53084512
42952,622484165,4272253937,53084512
42953,245010579,53040283,53084512
43032,220970329,50679726,2750011985
43033,392673856,53103976,53103977
43034,6381494,53126095,53103977
43037,428090543,53094541,4272332945
43038,364424209,53119772,1777272608
43047,364424209,3359548942,1777272608
43072,632444533,4041119623,6063475163
43074,428080545,5295229330,5295229405
43077,682739220,6394392424,6236905502
43078,664469784,6228089968,1738808322
43079,513490822,53231435,1738808322
43080,394229193,3449235588,3449235579
43465,428090396,4272330876,3449235579
43989,535524785,53187324,2138373664
44031,535524785,53210063,2138373664
44039,384441548,53044936,53078096
44041,384441548,60895526,53078096
44048,622551002,511974232,511974234
44111,61956400,60886993,4271725910
44116,371236483,1819221380,5471796223
44138,214883366,1853533458,6268672323
44550,257845741,53252989,5443512896
44589,257845741,53186595,5443512896
44626,124045488,30359996,255000523
45321,206883227,2324752758,53114282
45644,206883227,639359594,53114282
45743,256891818,53114280,53114282
46230,260311300,53247741,321183142
46231,428096446,3900664617,31190954
46242,428245949,4273745329,31190954
46249,407029685,31190955,31190954
46267,30832189,4346651727,342642891
46278,442852804,35797605,4215165403
46849,6394365,67448932,53142183
46881,6394365,67448939,53142183
46957,206883227,53189615,779404326
47156,6509620,53247506,779404326
47338,333879938,818619112,3409215612
47341,236755988,53156229,5451438019
47370,236755988,2527416577,5451438019
47374,531642210,53165586,5634837806
47375,332085451,53228491,3984978922
47557,332085451,3829527478,3984978922
47637,465990914,1704603543,53103021
47660,465990914,88438014,53103021
47704,6128535,5419886870,5419887154
47711,6128535,5365068024,5419887154
47717,55142036,50682861,50797515
47718,158086220,2934010247,2934010256
47722,259104819,53200955,53209601
47724,259104819,1959898796,53209601
47730,6499278,2615657196,53227184
48024,363681880,6242084025,53227184
48289,160490812,5455277883,53227184
48292,660518061,5693117220,5693118921
48294,425646002,4560969252,4249361358
48649,6457806,53209840,4249361358
49186,43267045,543372815,53234133
49198,265003687,53224216,1684125544
49263,265003687,1463086608,1684125544
49316,4879360,296314050,31551141
49324,6128784,618886342,31551141
49426,6477038,4370013994,53163179
49427,428018461,4271725089,305282059
49434,428018459,4271725090,305282059
49446,428056189,52989682,4272071543
49448,433168822,5420407189,3213347179
49449,290094440,5978525915,50627800
49463,290094440,50768314,50627800
49467,6130260,2472693095,50623895
49468,290618997,4273720169,2941309578
49483,290618944,2941309575,2941309578
49514,244487167,2517994454,2517994438
49549,259107113,3725619299,3350874121
49568,259107113,5346217253,3350874121
49635,158718166,1708625313,67507515
49636,6479778,53214120,53086684
49711,6479778,1826802045,53086684
49769,430856629,5419887433,5419887431
49797,430856629,5419887366,5419887431
49807,453431733,2531077417,2294759236
49808,428018929,3672285801,53187317
50020,428018929,4271725913,53187317
50134,428094423,53188514,4272362293
50146,428094432,1754428878,4272362293
50147,428091163,4272323322,31394358
50780,465799952,53199822,31394358
50844,428091159,4272323321,31394358
51381,332752102,53116788,31394358
51382,582012441,5448313346,5448313391
51383,582012441,3697939629,5448313391
51385,263720910,5431634375,53195097
51386,4798496,3985019234,4272323322
52019,344300175,53218387,255770318
52055,4910405,4531084489,3827482057
52199,4910405,32096191,3827482057
52455,173554486,3833449862,3833449869
52465,173554486,4297107999,3833449869
52471,43044239,539235285,60413950
52932,673404739,53079937,2261868139
52934,673404739,5431188365,2261868139
52957,68525543,5429610679,5429610649
53000,68525543,5429610677,5429610649
53086,428024868,4271799881,5457594311
53096,89378604,31550597,6374436563
53097,332598704,3990987553,3475509293
53483,332598704,3892263072,3475509293
53788,540085646,822335419,4152029320
53790,328326989,53092522,53109848
53811,328326989,59699630,53109848
53895,337741518,5440208560,5440208558
53912,337741518,3637696152,5440208558
53948,174667337,3867897856,2563181495
53956,400835698,53115447,53115448
53957,6427673,53183557,53115448
53958,355774478,1675261973,53184751
53961,87466461,4559402330,53184751
53988,257835753,59818069,31192358
54006,428020490,282058675,3226743420
54205,620762193,30232674,60562402
54928,158781318,2091755147,3468207758
54929,428060579,4272106787,53107647
54982,497038704,3679564791,5431718661
55192,497038704,430969517,5431718661
55332,365196193,3637324191,3637326294
55333,6505228,4287033831,53136082
55649,6505228,53227313,53136082
56049,679646106,53213923,6364061338
56050,6461597,5418740299,53110881
56062,6461597,53213066,53110881
56075,23351368,4272080153,47197722
56076,23351368,5466364380,47197722
56086,431333163,6484215773,270623057
56112,431333170,4305405887,270623057
56114,331926451,2706253474,2704763154
56566,393047813,5035780361,2704763154
57105,458109563,2395394927,698456851
57650,264249259,5416505655,5416505645
57660,264249259,5416505652,5416505645
57668,289941198,4272210289,5434410450
57744,332092244,693861091,4060203405
58039,332092244,693861121,4060203405
58318,428080135,4272254015,602418418
58587,158086201,5666761175,5666761133
58591,158086201,2675659512,5666761133
58594,331907113,53204771,53139144
58862,331907113,53214954,53139144
59207,557513440,1203435923,53107330
59210,6468479,53209902,53107330
59211,248701759,53124795,2554553186
59314,6435930,3912107374,3912103651
59320,479827236,3825046961,3912103651
59333,387409709,3573170490,3573089084
59363,6512506,1908546586,53249570
59364,241687839,2492748625,32270956
59365,363224303,59711139,6433697061
59856,548492231,2476114345,1806343849
60556,332200723,53147431,1806343849
61218,259097443,5427079567,5427079564
61299,259097443,2467144633,5427079564
61355,6456185,5470520312,5470520315
61359,6456185,5470520317,5470520315
61361,428068160,53124360,4272164122
61377,428069013,4272169319,4272164122
61382,537678338,2546163058,53138968
61462,537678338,4940928279,53138968
61534,428228497,5966727727,1703423004
61539,158086208,50708256,1703423004
61571,428021712,53123702,53128712
61586,428020234,5429351245,53128712
61587,428010248,4271685912,2481755102
61615,428010248,4271685909,2481755102
61763,428073556,4272202525,4602298749
61975,428073556,4875285620,4602298749
62162,428240630,4273726004,6131867809
62167,428064415,53077565,5451438536
62168,259100407,53124812,53108418
62245,259100407,53108436,53108418
62291,571960262,790063035,316728092
62292,428068174,4272164140,752210658
62357,87466461,4724967790,4559402335
62361,87466461,4559402334,4559402335
62387,392696879,4013569584,4013569586
62605,392696879,4013569890,4013569586
62956,272118217,6442010355,6127948382
62957,272118217,6173725744,6127948382
62959,263720910,5431634558,5431634556
62961,6505276,6340264235,52987860
62962,394229208,3391705330,30012795
63092,394229208,30012797,30012795
63319,32148647,53150002,53208774
63351,32148647,151888456,53208774
63367,359615857,2294995233,50727164
63371,243224286,5638698301,50727164
63374,465990914,1695004718,4608869017
63385,12874719,3965306983,4608869017
63400,428100028,4600399716,4272392573
63408,428246927,4273755021,5448506222
63536,428246927,53135644,5448506222
63662,22717267,3511166338,53090174
63664,22717267,4467113820,53090174
63671,463794328,4370015213,53186805
63672,437078513,50677388,1814474105
63674,437078513,50688793,1814474105
63675,6128367,50689474,1703423956
63682,428005364,4271685889,3350872668
63685,43744879,4270650194,3649743500
63686,43744879,3649743435,3649743500
63689,485720992,582367587,582367658
63732,45711928,4273751663,582367658
63773,532869687,53083017,5431663774
63809,617382941,5836147844,5819618312
63844,481291012,53062807,2374421573
63887,481291012,53062808,2374421573
63966,428057349,53209938,4272083168
63989,428057359,4790786959,4272083168
63998,306071647,3108800745,676448472
64130,6460085,3656117333,53074016
64540,6460085,3656117335,53074016
64983,513490824,3648302504,3514288053
64984,513490824,3648143910,3514288053
64986,315216670,3213226482,3213226483
64988,428062533,53125291,4272121642
64993,428062522,4272121643,4272121642
64995,6501140,1232840451,2273989947
64997,6510172,529596699,53247801
65013,6510172,288936486,53247801
65021,259104819,53200955,6080335360
65027,259104819,53236814,6080335360
65029,530893992,50723331,6071920661
65030,428090588,4605688511,53092833
65033,428090588,4605688505,53092833
65037,6482116,53228492,1708942790
65040,158752650,60412091,1708942790
65046,13726933,30279427,704993859
65730,56178844,53160858,704993859
65910,428077948,1724442248,350544246
65933,428077943,4272236048,350544246
65980,6138596,50722739,3566631673
65981,58472937,53107554,53107556
66005,58472937,53107557,53107556
66110,6428832,243651558,3890065054
66115,6428832,3890066957,3890065054
66117,365201604,53115326,2422039113
66120,421652698,3902549562,3902538255
66297,427905248,4270696652,5243482282
66310,427905248,53211262,5243482282
66321,10502122,53123908,53123909
66329,10502122,53123911,53123909
66344,259096584,306721870,793872675
66345,259096584,993265915,793872675
66350,344300173,53068082,53088467
66352,344300173,5447963665,53088467
66355,428005374,53133046,4271622029
66358,428005355,53088350,4271622029
66368,180897243,5425360563,2278432091
66370,540575268,5229494393,5413301435
66994,10425970,4567741356,4567741359
67009,10425970,53155611,4567741359
67012,679386344,2316433518,53104249
67023,679386344,1716461172,53104249
67025,428093431,4272346613,5471601321
67043,428093431,5471601008,5471601321
67059,428030923,53172470,4271819648
67074,686008015,4272306564,6364061346
67662,14266224,2670539695,2670539688
67666,14266224,138203884,2670539688
67668,6457969,53090744,53136440
67732,6457969,53138136,53136440
67799,398461864,1272154134,53162858
67802,398461864,53094683,53162858
67805,484843673,4274151917,5426523785
67808,484843673,673819919,5426523785
67811,6483467,4907998646,53012042
67812,246143458,288521247,53012042
67815,246086201,634790874,53012042
67816,622484104,53222823,690687732
67817,622484104,796660783,690687732
67818,129030992,53166272,4272276500
68099,37294981,4598615139,1811948102
68100,427907030,1125210193,4270714832
68518,23781541,257678405,4270714832
68955,428271851,3681446015,3681446001
68956,428271851,3681446004,3681446001
68960,644351438,6060345959,4041119662
68966,160180169,1722444704,1722444711
69550,621646784,1503588163,1722444711
69974,428074769,53107808,4272213804
69975,156201456,30886193,4357180454
70484,263564733,3564082493,3564082495
70504,263564733,53123883,3564082495
70538,428254467,4273824467,677163041
70579,428254467,1201079418,677163041
70605,362826731,4427342930,53151415
70622,362826728,4646453657,53151415
70647,32121052,53181621,3869724121
70657,428021942,4271752786,1826726280
70658,289314032,53139142,53139133
70726,289314032,88486429,53139133
70923,428080550,5427555665,4607076036
70926,170299108,2933932376,1523938494
70933,170299112,1814536701,1523938494
70941,25475853,53220837,3927893115
70946,25475853,3949427023,3927893115
70955,262778844,4121969156,53179464
70958,262778844,53179465,53179464
70959,428093434,5471601342,6093251138
70978,649219377,5471601349,6093251138
70996,504342897,50625726,5388870208
71000,30735560,3736869264,3736869268
71002,30735560,1753253965,3736869268
71005,512140993,1768125385,53115894
71034,253875169,5529780934,53115894
71055,428010237,53133082,53133084
71058,428010226,4271685891,53133084
71059,428256433,5434928979,52969122
71110,438356295,354290938,52969122
71224,6396519,53144601,53144602
71225,358941460,3884037467,53144602
71226,656446849,3957621868,60005880
71227,428017333,53086145,53086144
71228,429678421,53067724,4288378164
71246,429687665,4288566265,4288566264
71250,429687666,53217780,4288566264
71252,428077861,4272235609,3853889915
71443,532886977,53087702,3853889915
71732,28713887,5431294810,5431295124
71736,428021723,4271752781,5429351023
72083,428021723,4271752782,5429351023
72432,427901456,5429873644,5429873641
72463,162947447,1752275058,53195563
72543,624345824,53036211,53195563
72564,258205217,2933733022,4614755066
72565,138883230,3099890045,1522674728
72600,347402580,360844158,3010828088
72699,368512494,705625699,336147592
72701,428080834,3875682763,4272257379
72703,582012449,5566013569,53223486
72714,427906744,4270714518,53223486
72807,582012447,53229752,53223486
72827,264249259,5416506356,5416507843
72838,264249259,5416507840,5416507843
72844,310013782,602389348,1835913816
73491,361443212,5413301445,2247309277
74145,374216382,53184088,4591230686
74146,374216382,53203204,4591230686
74149,259278961,53242678,53200121
74150,259278961,53217105,53200121
74160,428064925,4272135750,4559361557
74164,428064925,4272135749,4559361557
74167,450919735,53085850,53042898
74808,428268761,4273959927,1922024360
74838,260511525,1922024311,1922024360
74859,486260018,30279413,4789241311
75591,6135684,50768280,50768277
75602,6135684,50730776,50768277
75618,259263812,5470457603,5470457606
75619,259263812,3653090914,5470457606
75623,464460457,53195562,53053769
75624,464460457,53097696,53053769
75627,279258351,2834832492,2834832474
75628,243329197,53091450,2324752795
75676,369436457,4238754563,4238754580
75738,369436457,4238754621,4238754580
75760,6394365,67449168,53142156
75850,6394365,67449139,53142156
75925,263689012,30343852,4273566036
76411,332340420,3394557499,50692646
76418,332340420,5471600907,50692646
76421,428094149,53020702,4272358122
77007,6510488,53157350,53207048
77009,6454289,53207050,53207048
77011,420619488,53130377,5440360108
77012,105899959,1730789422,4273638479
77535,621396779,53066449,5445943055
